392,167
353,842
983,296
49,335
709,49
743,451
490,570
613,905
552,182
732,563
909,510
82,466
83,204
985,977
805,895
66,866
405,390
332,593
61,899
680,489
752,535
710,620
518,384
47,774
644,543
840,444
200,118
220,223
699,917
234,600
594,576
823,383
261,690
655,922
785,355
208,164
652,94
569,481
743,963
615,88
822,441
0,13
0,701
114,646
912,538
865,738
932,446
410,708
33,420
467,939
720,823
481,58
108,981
241,833
168,578
111,296
789,689
775,910
644,554
86,997
264,842
835,748
864,24
98,762
862,751
91,806
644,255
948,515
713,316
211,336
758,628
379,189
928,863
862,411
668,929
858,797
310,55
584,215
821,88
834,19
868,908
119,837
991,733
348,976
369,453
153,823
698,791
272,463
419,992
933,126
181,516
557,791
303,749
737,283
244,435
422,758
587,652
524,451
737,769
236,974
621,486
351,751
954,588
177,721
776,986
826,897
560,489
85,608
104,936
483,324
719,419
988,192
398,993
305,195
119,515
360,718
439,379
288,18
507,426
205,419
700,958
635,340
276,893
631,98
230,646
124,679
892,362
985,61
799,308
780,379
920,270
297,146
18,987
382,422
189,98
470,657
406,817
525,93
278,424
273,537
593,583
560,705
395,439
530,290
43,220
691,136
576,22
346,49
709,343
15,899
132,928
396,300
302,349
856,271
48,278
414,540
735,767
6,214
719,632
734,714
744,545
420,600
46,183
622,682
622,782
609,618
747,173
703,259
418,18
82,900
619,974
533,411
677,345
662,88
749,394
382,328
58,228
716,938
57,504
944,760
125,435
298,197
497,407
237,989
381,513
882,129
646,629
42,66
739,41
283,39
819,896
235,854
213,309
778,293
988,352
83,684
190,889
762,461
167,414
496,91
603,620
84,247
57,832
433,53
956,76
571,463
10,826
607,910
498,463
971,961
962,663
38,495
287,724
604,444
893,80
335,634
685,495
379,630
198,919
17,39
569,179
914,979
946,359
592,864
536,388
845,874
266,980
134,210
985,46
595,432
512,327
874,859
60,490
500,484
491,794
226,900
691,62
10,595
802,903
513,458
792,942
974,318
6,911
642,104
60,799
653,817
241,682
208,373
475,261
546,901
63,651
216,283
113,791
352,201
385,559
393,574
96,646
221,492
977,531
323,383
371,552
505,913
622,349
344,816
234,262
858,868
297,173
30,265
613,998
289,735
414,696
209,159
395,755
68,939
993,581
126,505
836,409
407,458
99,857
725,637
566,245
6,502
777,134
567,416
507,830
444,901
123,743
538,358
694,180
986,396
136,638
856,242
317,749
452,788
179,647
219,362
363,539
745,123
337,446
768,819
53,567
279,537
246,70
119,723
903,504
799,314
285,258
271,427
358,627
137,837
273,804
150,8
594,119
391,107
490,48
421,237
39,756
241,452
979,680
337,85
18,888
656,478
630,531
143,45
103,659
804,272
912,186
421,56
955,206
229,863
255,692
335,620
948,716
550,783
111,348
661,62
428,582
669,490
400,952
686,585
155,574
321,827
433,812
798,494
738,207
330,460
719,720
599,80
537,705
234,387
389,835
746,74
113,835
577,892
672,479
426,577
339,762
172,483
850,575
124,663
371,140
198,487
675,851
842,907
415,32
786,203
927,418
175,898
346,318
713,349
155,867
21,500
670,201
776,642
141,191
384,131
742,252
88,728
325,669
758,57
101,378
65,330
116,383
863,377
194,616
323,886
449,264
638,615
319,256
177,480
521,7
859,314
353,316
533,426
60,788
298,870
465,216
997,533
622,581
620,148
553,765
230,785
481,49
883,441
168,991
521,64
113,637
11,903
841,561
900,585
697,87
924,51
53,317
735,439
961,130
160,340
927,66
489,545
137,785
140,510
70,665
360,760
737,816
810,798
446,604
425,574
195,567
171,578
818,858
366,773
581,51
826,791
807,885
962,555
263,768
972,695
347,415
597,677
414,272
84,362
324,118
0,95
488,349
594,795
732,152
303,871
117,530
401,50
506,358
577,804
612,638
88,955
790,352
983,469
750,196
17,601
753,914
552,297
243,620
638,369
187,587
928,149
230,709
134,523
692,630
969,121
439,591
609,865
496,438
170,9
344,489
435,886
862,877
591,60
586,743
766,633
515,883
447,375
41,339
742,27
486,535
908,350
533,948
42,205
760,579
232,278
864,186
761,16
919,513
727,809
774,168
908,599
788,137
930,693
377,829
592,198
124,530
973,469
838,159
405,694
79,642
910,383
778,915
937,978
192,420
595,820
354,813
299,645
277,968
885,619
469,680
562,358
286,60
209,211
381,189
202,116
11,982
77,853
938,642
22,972
12,140
361,110
473,287
621,779
714,893
770,835
866,418
62,655
323,632
236,564
719,291
378,453
467,420
391,509
403,395
336,873
67,62
910,474
218,974
657,24
92,160
184,69
10,268
501,355
272,491
441,840
617,789
10,181
551,442
347,723
255,450
862,857
316,580
712,333
793,183
561,870
95,825
335,471
282,33
134,104
881,311
466,66
588,245
598,175
127,941
373,494
432,97
195,461
442,657
825,985
232,9
751,137
365,12
293,716
483,194
476,196
791,309
804,692
899,530
955,733
986,333
977,889
787,894
626,186
764,679
530,666
136,497
667,112
247,374
657,864
58,23
236,260
351,435
273,337
265,97
252,272
662,132
889,209
929,168
30,133
363,883
935,606
355,185
840,737
445,896
874,34
726,313
883,923
312,479
106,27
557,373
887,261
631,852
3,475
934,807
109,905
368,406
943,774
960,562
238,289
232,458
514,239
926,818
455,885
498,819
607,651
310,909
24,160
122,899
381,373
540,375
297,470
990,448
381,600
18,357
951,175
900,558
559,560
967,174
629,191
825,786
439,845
832,352
506,372
777,854
435,349
523,619
914,373
431,729
797,708
533,162
540,45
640,827
133,698
543,624
353,609
827,791
778,292
523,235
862,710
640,440
952,659
176,134
539,124
85,604
471,156
383,802
538,184
658,119
676,536
999,590
190,362
609,632
218,605
902,633
843,677
569,461
258,584
866,711
842,558
63,542
770,866
155,85
214,138
472,522
22,214
574,445
346,589
384,175
460,76
147,495
414,60
999,242
677,490
613,321
230,42
317,458
743,826
878,231
122,172
569,311
814,240
93,225
588,446
75,449
755,232
21,478
420,765
22,742
938,569
549,623
239,546
767,784
576,552
45,377
618,496
438,900
52,288
285,77
185,574
833,749
469,184
689,438
697,557
47,934
969,174
396,546
285,437
816,584
964,4
436,980
833,834
362,628
470,373
327,500
477,582
873,381
951,947
737,864
336,426
182,549
650,503
480,160
371,954
562,813
602,549
261,908
650,451
769,716
264,98
141,997
234,633
33,471
23,586
207,892
848,694
268,979
890,776
341,888
357,841
947,130
158,509
694,430
602,416
944,86
752,226
712,809
89,997
632,14
631,417
630,92
27,742
212,753
465,935
813,257
603,36
258,929
536,978
767,330
228,596
230,855
733,476
230,630
161,518
154,182
320,386
256,53
929,890
741,343
666,894
146,105
198,817
860,369
193,544
7,81
290,158
723,689
37,197
455,440
496,105
771,516
306,598
739,155
632,997
607,90
245,394
171,52
403,877
649,904
783,97
863,285
859,686
451,502
738,52
480,323
427,312
267,698
387,826
544,466
200,182
184,787
543,419
300,506
74,435
935,833
102,701
664,70
742,372
517,116
392,983
941,137
585,201
662,934
307,623
116,60
594,253
884,647
763,964
915,179
690,793
911,101
19,726
270,290
776,319
88,190
142,58
916,233
699,680
598,900
176,386
393,528
159,911
247,818
145,792
623,127
149,30
813,550
210,15
283,604
315,783
353,625
953,550
863,264
415,336
113,777
482,930
428,372
217,562
593,366
848,317
740,350
256,599
410,490
684,115
673,319
171,608
285,643
839,420
584,597
172,384
683,713
314,837
93,734
587,197
64,3
383,856
282,410
40,818
490,353
422,753
468,508
827,537
5,466
137,455
725,931
930,944
709,830
138,766
921,517
985,634
946,110
107,633
577,6
475,558
456,712
682,116
541,32
446,644
305,148
359,856
714,299
766,750
202,348
434,739
724,628
929,202
129,964
87,830
433,967
161,509
516,648
251,762
24,70
582,69
583,18
508,532
756,505
938,762
14,474
496,857
604,577
128,518
683,15
38,221
401,998
971,197
924,317
706,377
487,315
560,685
463,530
467,545
641,386
838,588
220,254
921,822
256,993
595,56
403,254
506,575
523,72
573,144
943,139
671,519
393,645
944,192
117,632
848,474
264,590
651,969
694,770
423,729
427,32
127,520
641,843
843,499
77,451
158,77
626,152
82,132
722,862
627,912
718,324
441,185
632,107
845,693
265,820
917,259
387,107
913,897
760,295
862,919
438,547
675,728
291,555
920,45
351,29
567,20
76,631
182,525
257,410
867,723
952,199
834,420
132,527
691,664
482,667
411,124
233,731
770,267
123,31
246,790
944,674
210,55
309,894
302,385
337,288
23,986
877,117
824,36
452,132
788,421
584,777
330,988
95,576
498,652
440,576
220,11
411,972
36,402
597,798
66,921
319,119
849,22
723,724
29,329
486,863
251,210
372,497
373,34
923,734
958,294
428,52
547,945
827,348
85,424
438,726
29,432
504,598
887,619
420,389
323,839
172,6
120,254
699,683
48,29
137,471
745,97
11,557
706,81
907,539
309,887
32,655
702,46
280,427
657,989
179,357
675,60
716,736
656,754
930,70
260,457
24,71
897,371
301,157
642,29
546,402
911,344
249,247
780,609
801,546
355,79
352,379
235,406
32,329
459,387
42,483
634,584
717,68
331,184
148,248
406,894
50,117
415,707
52,725
224,125
511,755
567,612
530,927
471,956
851,966
151,792
242,725
964,662
80,946
520,241
502,606
395,467
904,157
675,603
662,523
294,643
445,860
465,887
513,582
962,848
554,695
189,189
615,411
767,845
345,471
744,122
483,569
928,3
802,555
460,787
242,276
662,343
924,163
324,776
112,681
942,32
482,285
20,161
435,330
177,125
210,911
307,478
629,843
85,550
96,989
484,766
293,865
